country_name,date,parameter,product,value,unit
Colombia,7/1/2023,Net Electricity Production,Natural Gas,1200.6501,GWh
Colombia,7/1/2023,Net Electricity Production,Combustible Renewables,181.4135,GWh
Colombia,7/1/2023,Net Electricity Production,Hydro,4469.2606,GWh
Colombia,7/1/2023,Net Electricity Production,Wind,6.5497,GWh
Colombia,7/1/2023,Net Electricity Production,Solar,52.0942,GWh
Colombia,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4709.318,GWh
Colombia,7/1/2023,Total Imports,Electricity,523.1563,GWh
Colombia,7/1/2023,Total Exports,Electricity,0.1029,GWh
Colombia,7/1/2023,Distribution Losses,Electricity,402.7433,GWh
Colombia,7/1/2023,Final Consumption (Calculated),Electricity,7293.7618,GWh
Costa Rica,7/1/2023,Remarks,Data is estimated for this month,,GWh
Costa Rica,7/1/2023,Net Electricity Production,Electricity,982.5495,GWh
Costa Rica,7/1/2023,Net Electricity Production,Total Combustible Fuels,1.987,GWh
Costa Rica,7/1/2023,Net Electricity Production,Oil and Petroleum Products,1.2087,GWh
Costa Rica,7/1/2023,Net Electricity Production,Combustible Renewables,0.7783,GWh
Costa Rica,7/1/2023,Net Electricity Production,Hydro,691.9275,GWh
Costa Rica,7/1/2023,Net Electricity Production,Wind,152.5662,GWh
Costa Rica,7/1/2023,Net Electricity Production,Solar,6.432,GWh
Costa Rica,7/1/2023,Net Electricity Production,Geothermal,129.6368,GWh
Costa Rica,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",981.3408,GWh
Costa Rica,7/1/2023,Total Imports,Electricity,0,GWh
Costa Rica,7/1/2023,Total Exports,Electricity,0,GWh
Costa Rica,7/1/2023,Distribution Losses,Electricity,0,GWh
Costa Rica,7/1/2023,Final Consumption (Calculated),Electricity,982.5495,GWh
Czech Republic,7/1/2023,Net Electricity Production,Electricity,5225.5728,GWh
Czech Republic,7/1/2023,Net Electricity Production,Nuclear,2280.5707,GWh
Czech Republic,7/1/2023,Net Electricity Production,Total Combustible Fuels,2407.4872,GWh
Czech Republic,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1736.946,GWh
Czech Republic,7/1/2023,Net Electricity Production,Oil and Petroleum Products,8.8237,GWh
Czech Republic,7/1/2023,Net Electricity Production,Natural Gas,290.5292,GWh
Czech Republic,7/1/2023,Net Electricity Production,Combustible Renewables,362.0135,GWh
Czech Republic,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,9.1748,GWh
Czech Republic,7/1/2023,Net Electricity Production,Hydro,169.5993,GWh
Czech Republic,7/1/2023,Net Electricity Production,Wind,40.2366,GWh
Czech Republic,7/1/2023,Net Electricity Production,Solar,319.3607,GWh
Czech Republic,7/1/2023,Net Electricity Production,Not Specified,8.3183,GWh
Czech Republic,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",891.2101,GWh
Czech Republic,7/1/2023,Total Imports,Electricity,940.1727,GWh
Czech Republic,7/1/2023,Total Exports,Electricity,1723.6805,GWh
Czech Republic,7/1/2023,Used for pumped storage,Electricity,107.4957,GWh
Czech Republic,7/1/2023,Distribution Losses,Electricity,180.277,GWh
Czech Republic,7/1/2023,Final Consumption (Calculated),Electricity,4154.2922,GWh
Denmark,7/1/2023,Net Electricity Production,Electricity,2520.5232,GWh
Denmark,7/1/2023,Net Electricity Production,Total Combustible Fuels,556.2494,GWh
Denmark,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",59.8048,GWh
Denmark,7/1/2023,Net Electricity Production,Oil and Petroleum Products,15.1423,GWh
Denmark,7/1/2023,Net Electricity Production,Natural Gas,17.6996,GWh
Denmark,7/1/2023,Net Electricity Production,Combustible Renewables,399.9441,GWh
Denmark,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,63.6586,GWh
Denmark,7/1/2023,Net Electricity Production,Hydro,0.8216,GWh
Denmark,7/1/2023,Net Electricity Production,Wind,1486.7804,GWh
Denmark,7/1/2023,Net Electricity Production,Solar,476.6718,GWh
Denmark,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2364.2179,GWh
Denmark,7/1/2023,Total Imports,Electricity,1893.8268,GWh
Denmark,7/1/2023,Total Exports,Electricity,1881.9461,GWh
Denmark,7/1/2023,Distribution Losses,Electricity,346.979,GWh
Denmark,7/1/2023,Final Consumption (Calculated),Electricity,2185.4249,GWh
Estonia,7/1/2023,Net Electricity Production,Electricity,253.2626,GWh
Estonia,7/1/2023,Net Electricity Production,Total Combustible Fuels,154.849,GWh
Estonia,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",105.5888,GWh
Estonia,7/1/2023,Net Electricity Production,Oil and Petroleum Products,0.9273,GWh
Estonia,7/1/2023,Net Electricity Production,Natural Gas,1.0506,GWh
Estonia,7/1/2023,Net Electricity Production,Combustible Renewables,44.9411,GWh
Estonia,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,2.3412,GWh
Estonia,7/1/2023,Net Electricity Production,Hydro,0.3301,GWh
Estonia,7/1/2023,Net Electricity Production,Wind,42.0039,GWh
Estonia,7/1/2023,Net Electricity Production,Solar,56.0795,GWh
Estonia,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",143.3547,GWh
Estonia,7/1/2023,Total Imports,Electricity,732.9438,GWh
Estonia,7/1/2023,Total Exports,Electricity,487.0419,GWh
Estonia,7/1/2023,Distribution Losses,Electricity,25.7761,GWh
Estonia,7/1/2023,Final Consumption (Calculated),Electricity,473.3883,GWh
Finland,7/1/2023,Net Electricity Production,Electricity,5375.8691,GWh
Finland,7/1/2023,Net Electricity Production,Nuclear,3145.3661,GWh
Finland,7/1/2023,Net Electricity Production,Total Combustible Fuels,664.0378,GWh
Finland,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",38.7971,GWh
Finland,7/1/2023,Net Electricity Production,Oil and Petroleum Products,3.0597,GWh
Finland,7/1/2023,Net Electricity Production,Natural Gas,14.1868,GWh
Finland,7/1/2023,Net Electricity Production,Combustible Renewables,574.7819,GWh
Finland,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,33.2123,GWh
Finland,7/1/2023,Net Electricity Production,Hydro,852.828,GWh
Finland,7/1/2023,Net Electricity Production,Wind,608.1884,GWh
Finland,7/1/2023,Net Electricity Production,Solar,87.8655,GWh
Finland,7/1/2023,Net Electricity Production,Not Specified,17.5833,GWh
Finland,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2123.6638,GWh
Finland,7/1/2023,Total Imports,Electricity,827.1992,GWh
Finland,7/1/2023,Total Exports,Electricity,740.0964,GWh
Finland,7/1/2023,Distribution Losses,Electricity,223.6861,GWh
Finland,7/1/2023,Final Consumption (Calculated),Electricity,5239.2859,GWh
France,7/1/2023,Net Electricity Production,Electricity,37742.7018,GWh
France,7/1/2023,Net Electricity Production,Nuclear,24065,GWh
France,7/1/2023,Net Electricity Production,Total Combustible Fuels,3416.7318,GWh
France,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",119.915,GWh
France,7/1/2023,Net Electricity Production,Oil and Petroleum Products,494.2743,GWh
France,7/1/2023,Net Electricity Production,Natural Gas,1888.1266,GWh
France,7/1/2023,Net Electricity Production,Combustible Renewables,739.0095,GWh
France,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,175.4064,GWh
France,7/1/2023,Net Electricity Production,Hydro,4037.0903,GWh
France,7/1/2023,Net Electricity Production,Wind,3229.7967,GWh
France,7/1/2023,Net Electricity Production,Solar,2902.629,GWh
France,7/1/2023,Net Electricity Production,Geothermal,7.9717,GWh
France,7/1/2023,Net Electricity Production,Other Renewables,39.8221,GWh
France,7/1/2023,Net Electricity Production,Not Specified,43.6602,GWh
France,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10956.3192,GWh
France,7/1/2023,Total Imports,Electricity,1787.8718,GWh
France,7/1/2023,Total Exports,Electricity,6186.4125,GWh
France,7/1/2023,Used for pumped storage,Electricity,390.0894,GWh
France,7/1/2023,Distribution Losses,Electricity,2368.9463,GWh
France,7/1/2023,Final Consumption (Calculated),Electricity,30585.1254,GWh
Germany,7/1/2023,Net Electricity Production,Electricity,35920.2607,GWh
Germany,7/1/2023,Net Electricity Production,Total Combustible Fuels,15996.1346,GWh
Germany,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",6504.5269,GWh
Germany,7/1/2023,Net Electricity Production,Oil and Petroleum Products,255.5001,GWh
Germany,7/1/2023,Net Electricity Production,Natural Gas,5137.133,GWh
Germany,7/1/2023,Net Electricity Production,Combustible Renewables,3602.2886,GWh
Germany,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,496.6859,GWh
Germany,7/1/2023,Net Electricity Production,Hydro,1756.4015,GWh
Germany,7/1/2023,Net Electricity Production,Wind,9988.3057,GWh
Germany,7/1/2023,Net Electricity Production,Solar,8066.1017,GWh
Germany,7/1/2023,Net Electricity Production,Geothermal,10.875,GWh
Germany,7/1/2023,Net Electricity Production,Not Specified,102.4423,GWh
Germany,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",23423.9725,GWh
Germany,7/1/2023,Total Imports,Electricity,7224.8262,GWh
Germany,7/1/2023,Total Exports,Electricity,4022.0576,GWh
Germany,7/1/2023,Used for pumped storage,Electricity,511.6541,GWh
Germany,7/1/2023,Distribution Losses,Electricity,1914.8165,GWh
Germany,7/1/2023,Final Consumption (Calculated),Electricity,36696.5587,GWh
Greece,7/1/2023,Net Electricity Production,Electricity,5129.4031,GWh
Greece,7/1/2023,Net Electricity Production,Total Combustible Fuels,2898.5812,GWh
Greece,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",559.3679,GWh
Greece,7/1/2023,Net Electricity Production,Oil and Petroleum Products,346.9071,GWh
Greece,7/1/2023,Net Electricity Production,Natural Gas,1940.7366,GWh
Greece,7/1/2023,Net Electricity Production,Combustible Renewables,48.2425,GWh
Greece,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,3.3271,GWh
Greece,7/1/2023,Net Electricity Production,Hydro,475.0462,GWh
Greece,7/1/2023,Net Electricity Production,Wind,719.5571,GWh
Greece,7/1/2023,Net Electricity Production,Solar,1036.2186,GWh
Greece,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2279.0644,GWh
Greece,7/1/2023,Total Imports,Electricity,879.2274,GWh
Greece,7/1/2023,Total Exports,Electricity,159.5777,GWh
Greece,7/1/2023,Used for pumped storage,Electricity,11.2504,GWh
Greece,7/1/2023,Distribution Losses,Electricity,413.7312,GWh
Greece,7/1/2023,Final Consumption (Calculated),Electricity,5424.0713,GWh
Hungary,7/1/2023,Net Electricity Production,Electricity,3116.6465,GWh
Hungary,7/1/2023,Net Electricity Production,Nuclear,1305.8337,GWh
Hungary,7/1/2023,Net Electricity Production,Total Combustible Fuels,874.1638,GWh
Hungary,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",175.8164,GWh
Hungary,7/1/2023,Net Electricity Production,Oil and Petroleum Products,3.8147,GWh
Hungary,7/1/2023,Net Electricity Production,Natural Gas,574.3582,GWh
Hungary,7/1/2023,Net Electricity Production,Combustible Renewables,99.5547,GWh
Hungary,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,20.6198,GWh
Hungary,7/1/2023,Net Electricity Production,Hydro,23.3545,GWh
Hungary,7/1/2023,Net Electricity Production,Wind,34.7496,GWh
Hungary,7/1/2023,Net Electricity Production,Solar,867.0761,GWh
Hungary,7/1/2023,Net Electricity Production,Geothermal,0.2187,GWh
Hungary,7/1/2023,Net Electricity Production,Not Specified,11.25,GWh
Hungary,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1024.9536,GWh
Hungary,7/1/2023,Total Imports,Electricity,1401.9985,GWh
Hungary,7/1/2023,Total Exports,Electricity,874.0664,GWh
Hungary,7/1/2023,Distribution Losses,Electricity,195.295,GWh
Hungary,7/1/2023,Final Consumption (Calculated),Electricity,3449.2835,GWh
Iceland,7/1/2023,Net Electricity Production,Electricity,1644.1777,GWh
Iceland,7/1/2023,Net Electricity Production,Total Combustible Fuels,0.2075,GWh
Iceland,7/1/2023,Net Electricity Production,Oil and Petroleum Products,0.2075,GWh
Iceland,7/1/2023,Net Electricity Production,Hydro,1151.7064,GWh
Iceland,7/1/2023,Net Electricity Production,Wind,0.108,GWh
Iceland,7/1/2023,Net Electricity Production,Geothermal,492.1558,GWh
Iceland,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1643.9702,GWh
Iceland,7/1/2023,Distribution Losses,Electricity,44.9209,GWh
Iceland,7/1/2023,Final Consumption (Calculated),Electricity,1599.2568,GWh
Ireland,7/1/2023,Net Electricity Production,Electricity,2338.1849,GWh
Ireland,7/1/2023,Net Electricity Production,Total Combustible Fuels,1312.9632,GWh
Ireland,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",72.2639,GWh
Ireland,7/1/2023,Net Electricity Production,Oil and Petroleum Products,0.3313,GWh
Ireland,7/1/2023,Net Electricity Production,Natural Gas,1170.3294,GWh
Ireland,7/1/2023,Net Electricity Production,Combustible Renewables,64.2058,GWh
Ireland,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,5.8328,GWh
Ireland,7/1/2023,Net Electricity Production,Hydro,87.1644,GWh
Ireland,7/1/2023,Net Electricity Production,Wind,925.6889,GWh
Ireland,7/1/2023,Net Electricity Production,Solar,12.3684,GWh
Ireland,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1089.4275,GWh
Ireland,7/1/2023,Total Imports,Electricity,346.3876,GWh
Ireland,7/1/2023,Total Exports,Electricity,37.364,GWh
Ireland,7/1/2023,Used for pumped storage,Electricity,44.2375,GWh
Ireland,7/1/2023,Distribution Losses,Electricity,196.2904,GWh
Ireland,7/1/2023,Final Consumption (Calculated),Electricity,2406.6806,GWh
Italy,7/1/2023,Net Electricity Production,Electricity,25914.2403,GWh
Italy,7/1/2023,Net Electricity Production,Total Combustible Fuels,15706.4516,GWh
Italy,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1341.6585,GWh
Italy,7/1/2023,Net Electricity Production,Oil and Petroleum Products,652.3143,GWh
Italy,7/1/2023,Net Electricity Production,Natural Gas,12123.2409,GWh
Italy,7/1/2023,Net Electricity Production,Combustible Renewables,1388.911,GWh
Italy,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,200.3269,GWh
Italy,7/1/2023,Net Electricity Production,Hydro,4564.596,GWh
Italy,7/1/2023,Net Electricity Production,Wind,1353.8333,GWh
Italy,7/1/2023,Net Electricity Production,Solar,3800.8303,GWh
Italy,7/1/2023,Net Electricity Production,Geothermal,445.5239,GWh
Italy,7/1/2023,Net Electricity Production,Not Specified,43.0052,GWh
Italy,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11553.6944,GWh
Italy,7/1/2023,Total Imports,Electricity,4652.0686,GWh
Italy,7/1/2023,Total Exports,Electricity,324.1044,GWh
Italy,7/1/2023,Used for pumped storage,Electricity,152.7753,GWh
Italy,7/1/2023,Distribution Losses,Electricity,1774.5769,GWh
Italy,7/1/2023,Final Consumption (Calculated),Electricity,28314.8523,GWh
Japan,7/1/2023,Net Electricity Production,Electricity,90532.3224,GWh
Japan,7/1/2023,Net Electricity Production,Nuclear,6841.5545,GWh
Japan,7/1/2023,Net Electricity Production,Total Combustible Fuels,62672.8928,GWh
Japan,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",26646.7697,GWh
Japan,7/1/2023,Net Electricity Production,Oil and Petroleum Products,2237.8156,GWh
Japan,7/1/2023,Net Electricity Production,Natural Gas,27880.1196,GWh
Japan,7/1/2023,Net Electricity Production,Combustible Renewables,3939.8458,GWh
Japan,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,1968.3421,GWh
Japan,7/1/2023,Net Electricity Production,Hydro,8978.4909,GWh
Japan,7/1/2023,Net Electricity Production,Wind,581.0201,GWh
Japan,7/1/2023,Net Electricity Production,Solar,9720.6774,GWh
Japan,7/1/2023,Net Electricity Production,Geothermal,238.7524,GWh
Japan,7/1/2023,Net Electricity Production,Not Specified,1498.9342,GWh
Japan,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",23458.7866,GWh
Japan,7/1/2023,Used for pumped storage,Electricity,1145.6266,GWh
Japan,7/1/2023,Distribution Losses,Electricity,5620.1211,GWh
Japan,7/1/2023,Final Consumption (Calculated),Electricity,83766.5746,GWh
Korea,7/1/2023,Net Electricity Production,Electricity,53449.2753,GWh
Korea,7/1/2023,Net Electricity Production,Nuclear,15064.5734,GWh
Korea,7/1/2023,Net Electricity Production,Total Combustible Fuels,34272.4857,GWh
Korea,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",17763.9941,GWh
Korea,7/1/2023,Net Electricity Production,Oil and Petroleum Products,412.274,GWh
Korea,7/1/2023,Net Electricity Production,Natural Gas,14838.3531,GWh
Korea,7/1/2023,Net Electricity Production,Combustible Renewables,1099.5607,GWh
Korea,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,158.3038,GWh
Korea,7/1/2023,Net Electricity Production,Hydro,947.1547,GWh
Korea,7/1/2023,Net Electricity Production,Wind,247.6396,GWh
Korea,7/1/2023,Net Electricity Production,Solar,2468.177,GWh
Korea,7/1/2023,Net Electricity Production,Other Renewables,48.1204,GWh
Korea,7/1/2023,Net Electricity Production,Not Specified,401.1246,GWh
Korea,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4810.6524,GWh
Korea,7/1/2023,Used for pumped storage,Electricity,351.3293,GWh
Korea,7/1/2023,Distribution Losses,Electricity,1781.6767,GWh
Korea,7/1/2023,Final Consumption (Calculated),Electricity,51316.2692,GWh
Latvia,7/1/2023,Net Electricity Production,Electricity,128.1965,GWh
Latvia,7/1/2023,Net Electricity Production,Total Combustible Fuels,46.878,GWh
Latvia,7/1/2023,Net Electricity Production,Natural Gas,11.392,GWh
Latvia,7/1/2023,Net Electricity Production,Combustible Renewables,35.4861,GWh
Latvia,7/1/2023,Net Electricity Production,Hydro,57.9433,GWh
Latvia,7/1/2023,Net Electricity Production,Wind,22.3223,GWh
Latvia,7/1/2023,Net Electricity Production,Solar,1.0527,GWh
Latvia,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",116.8045,GWh
Latvia,7/1/2023,Total Imports,Electricity,515.9303,GWh
Latvia,7/1/2023,Total Exports,Electricity,151.0384,GWh
Latvia,7/1/2023,Distribution Losses,Electricity,26.2775,GWh
Latvia,7/1/2023,Final Consumption (Calculated),Electricity,466.8109,GWh
Lithuania,7/1/2023,Net Electricity Production,Electricity,329.26,GWh
Lithuania,7/1/2023,Net Electricity Production,Total Combustible Fuels,75.3438,GWh
Lithuania,7/1/2023,Net Electricity Production,Oil and Petroleum Products,28.1449,GWh
Lithuania,7/1/2023,Net Electricity Production,Natural Gas,30.3955,GWh
Lithuania,7/1/2023,Net Electricity Production,Combustible Renewables,9.8568,GWh
Lithuania,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,6.9466,GWh
Lithuania,7/1/2023,Net Electricity Production,Hydro,55.3366,GWh
Lithuania,7/1/2023,Net Electricity Production,Wind,174.1227,GWh
Lithuania,7/1/2023,Net Electricity Production,Solar,24.3081,GWh
Lithuania,7/1/2023,Net Electricity Production,Not Specified,0.1489,GWh
Lithuania,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",263.6241,GWh
Lithuania,7/1/2023,Total Imports,Electricity,850.8024,GWh
Lithuania,7/1/2023,Total Exports,Electricity,349.2856,GWh
Lithuania,7/1/2023,Used for pumped storage,Electricity,55.3408,GWh
Lithuania,7/1/2023,Distribution Losses,Electricity,60.1859,GWh
Lithuania,7/1/2023,Final Consumption (Calculated),Electricity,715.2501,GWh
Luxembourg,7/1/2023,Net Electricity Production,Electricity,151.3859,GWh
Luxembourg,7/1/2023,Net Electricity Production,Total Combustible Fuels,24.4846,GWh
Luxembourg,7/1/2023,Net Electricity Production,Natural Gas,3.4646,GWh
Luxembourg,7/1/2023,Net Electricity Production,Combustible Renewables,15.065,GWh
Luxembourg,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,5.955,GWh
Luxembourg,7/1/2023,Net Electricity Production,Hydro,63.4565,GWh
Luxembourg,7/1/2023,Net Electricity Production,Wind,31.964,GWh
Luxembourg,7/1/2023,Net Electricity Production,Solar,31.4808,GWh
Luxembourg,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",141.9663,GWh
Luxembourg,7/1/2023,Total Imports,Electricity,479.763,GWh
Luxembourg,7/1/2023,Total Exports,Electricity,63.1401,GWh
Luxembourg,7/1/2023,Used for pumped storage,Electricity,82.9049,GWh
Luxembourg,7/1/2023,Distribution Losses,Electricity,11.55,GWh
Luxembourg,7/1/2023,Final Consumption (Calculated),Electricity,473.554,GWh
Mexico,7/1/2023,Net Electricity Production,Electricity,39728.3842,GWh
Mexico,7/1/2023,Net Electricity Production,Nuclear,1113.231,GWh
Mexico,7/1/2023,Net Electricity Production,Total Combustible Fuels,32821.4438,GWh
Mexico,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",2290.1003,GWh
Mexico,7/1/2023,Net Electricity Production,Oil and Petroleum Products,5837.9177,GWh
Mexico,7/1/2023,Net Electricity Production,Natural Gas,24537.1081,GWh
Mexico,7/1/2023,Net Electricity Production,Combustible Renewables,29.002,GWh
Mexico,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,127.3157,GWh
Mexico,7/1/2023,Net Electricity Production,Hydro,1523.6756,GWh
Mexico,7/1/2023,Net Electricity Production,Wind,2225.9261,GWh
Mexico,7/1/2023,Net Electricity Production,Solar,1548.8645,GWh
Mexico,7/1/2023,Net Electricity Production,Geothermal,330.4932,GWh
Mexico,7/1/2023,Net Electricity Production,Not Specified,164.75,GWh
Mexico,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5657.9614,GWh
Mexico,7/1/2023,Total Imports,Electricity,556.0982,GWh
Mexico,7/1/2023,Total Exports,Electricity,179.8821,GWh
Mexico,7/1/2023,Distribution Losses,Electricity,3826.2442,GWh
Mexico,7/1/2023,Final Consumption (Calculated),Electricity,36278.3561,GWh
Netherlands,7/1/2023,Net Electricity Production,Electricity,10155.2426,GWh
Netherlands,7/1/2023,Net Electricity Production,Nuclear,349.957,GWh
Netherlands,7/1/2023,Net Electricity Production,Total Combustible Fuels,4347.8573,GWh
Netherlands,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",274.2912,GWh
Netherlands,7/1/2023,Net Electricity Production,Oil and Petroleum Products,127.9092,GWh
Netherlands,7/1/2023,Net Electricity Production,Natural Gas,3391.3532,GWh
Netherlands,7/1/2023,Net Electricity Production,Combustible Renewables,404.3375,GWh
Netherlands,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,149.9662,GWh
Netherlands,7/1/2023,Net Electricity Production,Hydro,1.7176,GWh
Netherlands,7/1/2023,Net Electricity Production,Wind,2363.2006,GWh
Netherlands,7/1/2023,Net Electricity Production,Solar,3049.9185,GWh
Netherlands,7/1/2023,Net Electricity Production,Not Specified,42.5916,GWh
Netherlands,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5819.1742,GWh
Netherlands,7/1/2023,Total Imports,Electricity,1704.3528,GWh
Netherlands,7/1/2023,Total Exports,Electricity,2333.78,GWh
Netherlands,7/1/2023,Distribution Losses,Electricity,390.0102,GWh
Netherlands,7/1/2023,Final Consumption (Calculated),Electricity,9135.8052,GWh
New Zealand,7/1/2023,Net Electricity Production,Electricity,3999.773,GWh
New Zealand,7/1/2023,Net Electricity Production,Total Combustible Fuels,665.678,GWh
New Zealand,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",281.1017,GWh
New Zealand,7/1/2023,Net Electricity Production,Natural Gas,336.3154,GWh
New Zealand,7/1/2023,Net Electricity Production,Combustible Renewables,48.2609,GWh
New Zealand,7/1/2023,Net Electricity Production,Hydro,2297.5337,GWh
New Zealand,7/1/2023,Net Electricity Production,Wind,358.0806,GWh
New Zealand,7/1/2023,Net Electricity Production,Solar,7.9765,GWh
New Zealand,7/1/2023,Net Electricity Production,Geothermal,666.9108,GWh
New Zealand,7/1/2023,Net Electricity Production,Not Specified,3.5933,GWh
New Zealand,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3378.7626,GWh
New Zealand,7/1/2023,Distribution Losses,Electricity,253.1468,GWh
New Zealand,7/1/2023,Final Consumption (Calculated),Electricity,3746.6262,GWh
Norway,7/1/2023,Net Electricity Production,Electricity,11477.6704,GWh
Norway,7/1/2023,Net Electricity Production,Total Combustible Fuels,199.8505,GWh
Norway,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",25.7941,GWh
Norway,7/1/2023,Net Electricity Production,Oil and Petroleum Products,53.6993,GWh
Norway,7/1/2023,Net Electricity Production,Combustible Renewables,51.129,GWh
Norway,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,69.2282,GWh
Norway,7/1/2023,Net Electricity Production,Hydro,10598.1606,GWh
Norway,7/1/2023,Net Electricity Production,Wind,619.6209,GWh
Norway,7/1/2023,Net Electricity Production,Solar,28.1227,GWh
Norway,7/1/2023,Net Electricity Production,Not Specified,31.9157,GWh
Norway,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11297.0332,GWh
Norway,7/1/2023,Total Imports,Electricity,724.891,GWh
Norway,7/1/2023,Total Exports,Electricity,3207.438,GWh
Norway,7/1/2023,Used for pumped storage,Electricity,404.16,GWh
Norway,7/1/2023,Distribution Losses,Electricity,704.035,GWh
Norway,7/1/2023,Final Consumption (Calculated),Electricity,7886.9283,GWh
Poland,7/1/2023,Net Electricity Production,Electricity,11653.0856,GWh
Poland,7/1/2023,Net Electricity Production,Total Combustible Fuels,8412.2093,GWh
Poland,7/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",6620.2534,GWh
Poland,7/1/2023,Net Electricity Production,Oil and Petroleum Products,0,GWh
Poland,7/1/2023,Net Electricity Production,Natural Gas,1125.5484,GWh
Poland,7/1/2023,Net Electricity Production,Combustible Renewables,627.5739,GWh
Poland,7/1/2023,Net Electricity Production,Other Combustible Non-Renewables,38.8335,GWh
Poland,7/1/2023,Net Electricity Production,Hydro,216.2516,GWh
Poland,7/1/2023,Net Electricity Production,Wind,1226.6083,GWh
Poland,7/1/2023,Net Electricity Production,Solar,1791.8215,GWh
Poland,7/1/2023,Net Electricity Production,Not Specified,6.1948,GWh
Poland,7/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3862.2554,GWh
Poland,7/1/2023,Total Imports,Electricity,1485.963,GWh
Poland,7/1/2023,Total Exports,Electricity,717.905,GWh
Poland,7/1/2023,Used for pumped storage,Electricity,165.03,GWh
Poland,7/1/2023,Distribution Losses,Electricity,432.5725,GWh
Poland,7/1/2023,Final Consumption (Calculated),Electricity,11823.5411,GWh
Portugal,7/1/2023,Net Electricity Production,Electricity,3659.7447,GWh
